"Модуль","Код","Документ","Статус покрытия","checkId","Проверки","Ожидаемые поля","Требований Gemma/manual"
"Модуль 3","3.2.Р.7.","Необходимо представить описание, чертежи контейнера и укупорочные системы, включая материалы, из которых произведен каждый компонент первичной упаковки, спецификации качества/сертификаты анализа, размеров. Спецификации должны включать описание и идентификацию материалов. При необходимости должна представляться информация о нефармакопейных методах (включая валидацию методик). Для нефункциональных вторичных упаковочных материалов представляется только краткое описание. Для функциональных компонентов вторичной упаковки представляется дополнительная информация.","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check; storage_consistency_check; module3_content_check; sterility_validation_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей; Условия хранения; Модуль 3 / качество; Стерильность","textContent; textLength; hasSpecification; hasValidation; hasStability","8"
"Модуль 3","3.2.Р.8.1.","резюме испытаний стабильности лекарственного препарата; заключение о стабильности лекарственного препарата;","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; module3_content_check; core_field_consistency_check; shelf_life_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Модуль 3 / качество; Согласованность ключевых полей; Срок годности","textContent; textLength; hasSpecification; hasValidation; hasStability","2"
"Модуль 3","3.2.Р.8.2.","программа пострегистрационных испытаний стабильности лекарственного препарата и обязательства относительно изучения стабильности","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; module3_content_check; core_field_consistency_check; shelf_life_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Модуль 3 / качество; Согласованность ключевых полей; Срок годности","textContent; textLength; hasSpecification; hasValidation; hasStability","2"
"Модуль 3","3.2.Р.8.3.","данные испытаний стабильности лекарственного препарата","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; module3_content_check; core_field_consistency_check; shelf_life_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Модуль 3 / качество; Согласованность ключевых полей; Срок годности","textContent; textLength; hasSpecification; hasValidation; hasStability","4"
"Модуль 3","3.2.R.","Копия действующего СЕР (при наличии)","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; module3_content_check; core_field_consistency_check; document_expiry_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Модуль 3 / качество; Согласованность ключевых полей; Срок действия документа","textContent; textLength; validUntil; issueDate; hasSpecification; hasValidation; hasStability","2"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.1","Перечень представленных документов в досье","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.1","Фармакология; Фармакокинетика;","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.1.1","Отчет об исследовании первичной фармакодинамики","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.1.2","Отчет об исследовании вторичной фармакодинамики","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.1.3","Отчет об исследовании фармакологической безопасности","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.1.4.","Отчет об исследовании фармакодинамических лекарственных взаимодействий","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.2.","Отчеты о фармакокинетических исследованиях","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.2.1.","Аналитическая методика исследования фармакокинетики; Отчет по валидации аналитической методики исследования фармакокинетики.","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; sterility_validation_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Стерильность","textContent; textLength","3"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.2.2.","Отчет об исследовании абсорбции","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.2.3.","Отчет об исследовании распределения","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.2.4.","Отчет об исследовании метаболизма","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.2.5.","Отчет об исследовании экскреции (выведения)","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.2.6.","Отчет об исследовании фармакокинетических лекарственных взаимодействий","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.2.7.","Отчет о фармакокинетических исследованиях","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.3.","Материалы исследования острой и хронической токсичности, данные о местно-раздражающем действии","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","4"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.3.1.","Отчет об исследовании токсичности при однократном введении","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.3.2.","Отчет об исследовании токсичности при многократном введении","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.3.3.","Отчет об исследовании генотоксичности in vitro; Отчет об исследовании канцерогенности in vivo","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.3.4.","Отчет о долговременных исследованиях токсичности при повторном (многократном) введении, которые не были включены в отчеты по токсичности при повторном (многократном) введении; Отчет о кратковременных исследованиях токсичности при повторном (многократном) введении, которые не были включены в отчеты по токсичности при повторном (многократном) введении; Отчет о других исследованиях канцерогенности.","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.3.5.","Отчет об исследовании репродуктивной и онтогенетической токсичности; Отчет об исследовании фертильности и раннего эмбрионального развития; Отчет об исследовании эмбриофетального, пренатального и постнатального развития; Отчет об исследовании на неполовозрелом потомстве с последующим наблюдением.","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.3.6.","Отчет об исследовании местной переносимости","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.2.3.7.","Отчет об исследованиях антигенности; Отчет об исследованиях иммунотоксичност; Отчет об исследованиях механизма действия; Отчет об исследованиях лекарственной зависимости; Отчет о токсикологических исследованиях метаболитов; Отчет о токсикологических исследованиях примесей; Отчет о токсикологических исследованиях.","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Модуль 4. Отчеты о доклинических (неклинических) исследованиях","4.3.","Копия использованных литературных источников.","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 5 Отчеты о клинических исследованиях и (или) испытаниях","5.1.","Содержание модуля 5","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 5 Отчеты о клинических исследованиях и (или) испытаниях","5.2.","Перечень всех клинических исследований (испытаний) в виде таблиц с переводом на русский язык названий исследований","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Модуль 5 Отчеты о клинических исследованиях и (или) испытаниях","5.3.","Отчеты о клинических исследованиях (испытаниях)","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Модуль 5 Отчеты о клинических исследованиях и (или) испытаниях","5.3.1.","Отчет исследований по биодоступности; Отчет сравнительных исследований по биодоступности и биоэквивалентности; Отчет по корреляции исследований in vitro – in vivo; Отчет по биоаналитическим и аналитическим методам (отчет о валидации). Описание аналитической методики для клинических исследований. Данные по концентрации, фармакокинетике и по статистическому анализу. В отчете необходимо указать сведения об исследователе(ях) и организации, где они работают, место (организации) и периода проведения исследования. К отчету необходимо приложить сертификаты аудитов, при наличии В отчете исследования или отдельном официальном письме должны быть подтверждение выбора референтного лекарственного препарата, а также указаны следующие сведения о референтном препарате – дозировка, лекарственная форма, номер серии, наименование производителя, срок годности и страна приобретения. Необходимо указать название и состав тестируемого препарата(-ов), размер серии, дату производства, и, если возможно, дату окончания срока годности. В приложении к отчету об исследовании необходимо добавить сертификаты анализа серии референтного и тестируемого препаратов, использованных в исследовании. Следует предоставить документ (официальное письмо), подписанный уполномоченным лицом по качеству производителя и подтверждающий, что количественный состав и производства тестируемого препарата идентично количественному составу и производству лекарственный препарат, заявленный на регистрацию.","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; required_sections_check; docx_format_check; core_field_consistency_check; shelf_life_consistency_check; storage_consistency_check; translation_length_check; bioequivalence_report_check; module3_content_check; sterility_validation_check; document_expiry_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Обязательные разделы ОХЛП/инструкции; Оформление DOCX; Согласованность ключевых полей; Срок годности; Условия хранения; Полнота перевода RU/KZ; Отчет биоэквивалентности; Модуль 3 / качество; Стерильность; Срок действия документа","textContent; textLength; validUntil; issueDate; tradeName; inn; dosage; dosageForm; shelfLife; storage; fonts; sizes; colors; referenceProduct; conclusion; hasSpecification; hasValidation; hasStability","11"
"Модуль 5 Отчеты о клинических исследованиях и (или) испытаниях","5.3.2.","Отчет об исследовании с использованием других биоматериалов, полученных от человека.","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Модуль 5 Отчеты о клинических исследованиях и (или) испытаниях","5.3.3.","Подтверждение корреляции фармакодинамического действия и эффективности у здоровых добровольцев; Отчет об исследовании фармакокинетики у пациентов и первичной переносимости; Отчет о влиянии внутренних факторов организма на фармакокинетику; Отчет о влиянии внешних факторов организма на фармакокинетику; Отчет об изучении фармакокинетического взаимодействия активного вещества с другими лекарственными препаратами или веществами; Отчет об исследовании популяционной фармакокинетики;","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Модуль 5 Отчеты о клинических исследованиях и (или) испытаниях","5.3.4.","Отчеты о фармакодинамических исследованиях у человека: отчет исследований фармакодинамики и фармакокинетики (фармакодинамики) у здоровых добровольцев; отчет исследований фармакодинамики и фармакокинетики (фармакодинамики) у пациентов","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","2"
"Модуль 5 Отчеты о клинических исследованиях и (или) испытаниях","5.3.5.","Отчет контролируемых клинических исследований по заявленным показаниям; отчет неконтролируемых клинических исследований; Отчеты анализа данных более чем одного исследования, включая любые формальные интегрированные анализы, метаанализы и перекрестные анализы; Отчеты о других клинических исследованиях.","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей","textContent; textLength","4"
"Модуль 5 Отчеты о клинических исследованиях и (или) испытаниях","5.3.6.","Отчеты о пострегистрационном опыте применения.","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей","textContent; textLength","5"
"Модуль 5 Отчеты о клинических исследованиях и (или) испытаниях","5.3.7.","Образцы индивидуальных регистрационных форм и индивидуальные списки пациентов","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Модуль 5 Отчеты о клинических исследованиях и (или) испытаниях","5.4.","Копия использованных литературных источников","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть I","IA1.","Сертификат GMP (с указанием даты и результатов последней инспекции нотариально засвидетельствованные) при наличии","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; gmp_certificate_check; document_expiry_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; GMP и производственная площадка; Срок действия документа; Согласованность ключевых полей","textContent; textLength; validUntil; issueDate; manufacturer; address; scope","6"
"Часть I","I А4.","Если в производственном процессе участвует несколько производителей документы пунктов IА2, ІА3, ІА4 предоставляются на всех участников производства","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей","textContent; textLength","1"
"Часть I","I А5.","Лицензионный договор (соглашение) на право производства (до истечения срока действия патента на оригинальный препарат)","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; document_expiry_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Срок действия документа","textContent; textLength; validUntil; issueDate","1"
"Часть I","I А6.","Охранный документ на изобретение или полезную модель оригинального лекарственного средства (предоставляется патентообладателем охранного документа в электронном формате), охранный документ на товарный знак (в электронном формате)","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей","textContent; textLength","1"
"Часть I","I А7.","Декларация от производителя (держателя регистрационного удостоверения) письмо о ненарушении исключительных прав третьими лицами на изобретение или полезную модель (предоставляется при экспертизе генерического лекарственного препарата)","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей","textContent; textLength","1"
"Часть I","I А8.","Документ, подтверждающий качество готового продукта трех промышленных серий (сертификат анализа, протокол анализа), одна серия которого совпадает с серией образца лекарственного средства, поданного на регистрацию","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; module3_content_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Модуль 3 / качество; Согласованность ключевых полей","textContent; textLength; hasSpecification; hasValidation; hasStability","2"
"Часть I","I А 9.","Документ о прионовой безопасности на вещества животного происхождения от производителя","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей","textContent; textLength","2"
"Часть I","I А 11.","Декларация о том, что в проектах общей характеристике лекарственного препарата и инструкции по медицинскому применению лекарственного средства (листок-вкладыш) (далее – ОХЛП и Инструкция ЛС) воспроизведенного, гибридного или биоаналогичного (биоподобного) лекарственного препарата отсутствуют отличия от действующих ОХЛП и Инструкция ЛС оригинального (референтного) лекарственного препарата, за исключением отличий информации о производителе, сроке годности, составе вспомогательных веществ незначимые различия в биодоступности или фармакокинетике.","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; required_sections_check; docx_format_check; core_field_consistency_check; shelf_life_consistency_check; storage_consistency_check; translation_length_check; document_expiry_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Обязательные разделы ОХЛП/инструкции; Оформление DOCX; Согласованность ключевых полей; Срок годности; Условия хранения; Полнота перевода RU/KZ; Срок действия документа","textContent; textLength; validUntil; issueDate; tradeName; inn; dosage; dosageForm; shelfLife; storage; fonts; sizes; colors","9"
"Часть I","I А 12.","Резюме (до 5 страниц) обоснований и фактов, показывающих, что лекарственный препарат является воспроизведенным, гибридным или биоаналогичным (биоподобным) лекарственным препаратом соответствующего оригинального (биологического) лекарственного препарата.","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей","textContent; textLength","2"
"Часть I","I.В.1.","Проект общей характеристики лекарственного средства (ОХЛС) в электронном виде в формате ""doc (док)"" на казахском и русском языках","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; required_sections_check; docx_format_check; core_field_consistency_check; shelf_life_consistency_check; storage_consistency_check; translation_length_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Обязательные разделы ОХЛП/инструкции; Оформление DOCX; Согласованность ключевых полей; Срок годности; Условия хранения; Полнота перевода RU/KZ","textContent; textLength; tradeName; inn; dosage; dosageForm; shelfLife; storage; fonts; sizes; colors","5"
"Часть I","I.В.2.","Проект инструкции по медицинскому применению (листок-вкладыш) в электронном виде в формате ""doc (док)"" на казахском и русском языках","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; docx_format_check; translation_length_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Оформление DOCX; Полнота перевода RU/KZ; Согласованность ключевых полей","textContent; textLength","4"
"Часть I","1.В.3.","Текст маркировки для первичной и вторичной упаковок, стикеров, этикеток на казахском и русском языках","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check; storage_consistency_check; translation_length_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей; Условия хранения; Полнота перевода RU/KZ","textContent; textLength","1"
"Часть I","1.В.4.","Цветные макеты потребительских упаковок, этикеток, стикеров в электронном виде в формате ""jpeg (джипег)""","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; required_sections_check; docx_format_check; core_field_consistency_check; shelf_life_consistency_check; storage_consistency_check; translation_length_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Обязательные разделы ОХЛП/инструкции; Оформление DOCX; Согласованность ключевых полей; Срок годности; Условия хранения; Полнота перевода RU/KZ","textContent; textLength; tradeName; inn; dosage; dosageForm; shelfLife; storage; fonts; sizes; colors","4"
"Часть I","1.В.5.","Построчное (расположенное параллельно на одном листе) сравнение действующих ОХЛП и Инструкция ЛС оригинального (референтного) лекарственного препарата и проектов ОХЛП и Инструкция ЛС воспроизведенного, гибридного или биоаналогичного (биоподобного) лекарственного препарата с выделением и обоснованием всех отличий.","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; required_sections_check; docx_format_check; core_field_consistency_check; shelf_life_consistency_check; storage_consistency_check; translation_length_check; document_expiry_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Обязательные разделы ОХЛП/инструкции; Оформление DOCX; Согласованность ключевых полей; Срок годности; Условия хранения; Полнота перевода RU/KZ; Срок действия документа","textContent; textLength; validUntil; issueDate; tradeName; inn; dosage; dosageForm; shelfLife; storage; fonts; sizes; colors","9"
"Часть I","I.С","Мастер файл системы фармаконадзора держателя регистрационного удостоверения (представляется в случае, когда держатель регистрационного удостоверения впервые подает заявку на регистрацию лекарственного препарата) или краткая характеристика системы фармаконадзора держателя регистрационного удостоверения (при перерегистрации) включающая: информацию о том, что держатель регистрационного удостоверения имеет в своем распоряжении уполномоченное лицо за глобальный фармаконадзор; контактные данные уполномоченного лица за глобальный фармаконадзор; декларацию, подписанную держателем регистрационного удостоверения о том, что он имеет систему фармаконадзора для выполнения задач и обязанностей по пострегистрационному контролю безопасности лекарственных средств; ссылку на место (адрес), где хранится мастер-файл системы фармаконадзора.","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; pharmacovigilance_contact_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Фармаконадзор и контактное лицо; Согласованность ключевых полей","textContent; textLength","2"
"Часть I","I.C 1","Периодически обновляемый отчет по безопасности (при перерегистрации)","base parser/OCR + Gemma/manual","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу","textContent; textLength","1"
"Часть I","I.C 2","План управления рисками (для оригинального лекарственного препарата, биологического, биоаналогичного, биотехнологического, а также иммунологического лекарственного препарата)","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; pharmacovigilance_contact_check; black_triangle_check; core_field_consistency_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Фармаконадзор и контактное лицо; Дополнительный мониторинг; Согласованность ключевых полей","textContent; textLength; hasBlackTriangle","2"
"Часть I","I.D","Документ, подтверждающий, что держатель регистрационного удостоверения имеет уполномоченное (контактное) лицо за фармаконадзор на территории Республики Казахстан","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; pharmacovigilance_contact_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Фармаконадзор и контактное лицо","textContent; textLength","1"
"Часть II","II А 1","Качественный и количественный состав лекарственного препарата (активные, вспомогательные вещества, состав оболочки таблетки или корпуса капсулы)","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; required_sections_check; docx_format_check; core_field_consistency_check; shelf_life_consistency_check; storage_consistency_check; translation_length_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Обязательные разделы ОХЛП/инструкции; Оформление DOCX; Согласованность ключевых полей; Срок годности; Условия хранения; Полнота перевода RU/KZ","textContent; textLength; tradeName; inn; dosage; dosageForm; shelfLife; storage; fonts; sizes; colors","1"
"Часть II","II А 2","Документ, подтверждающий качество упаковочного и укупорочного материалов готового продукта","script/hybrid + Gemma","file_format_check; ocr_quality_check; expected_extracted_fields_check; npa_imported_requirement_check; core_field_consistency_check; storage_consistency_check; module3_content_check","Формат файла; Статус OCR/извлечения; Обязательные извлечённые поля документа; Требования НПА к документу; Согласованность ключевых полей; Условия хранения; Модуль 3 / качество","textContent; textLength; hasSpecification; hasValidation; hasStability","1"
